,,,,2025,,,,,,,,
행정구역,,,,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60세 이상
경상북도,영덕군,영해면(4777036000),,"1,438","1,438",27,43,349,320,570,900,976
경상북도,영덕군,병곡면(4777037000),,"5,818","5,818",192,360,77,104,157,378,"3,127"
경상북도,영덕군,창수면(4777038000),,"2,491","2,491",34,78,23,32,74,193,"1,663"
경상북도,청도군,-4782000000,,"1,487","1,487",8,31,"1,746","2,125","3,565","6,287","1,126"
경상북도,청도군,화양읍(4782025000),,"40,109","40,109","1,009","1,983",453,461,849,"1,140","23,394"
경상북도,청도군,화양읍남성현출장소(4782025100),,"6,864","6,864",309,586,28,56,104,140,"3,066"
경상북도,청도군,청도읍(4782025300),,"1,058","1,058",23,32,544,606,"1,052","1,677",675
경상북도,청도군,청도읍유호출장소(4782025400),,"9,510","9,510",281,625,41,59,113,209,"4,725"
경상북도,청도군,각남면(4782031000),,"1,483","1,483",28,44,65,97,135,299,989
경상북도,청도군,풍각면(4782032000),,"2,097","2,097",40,62,108,201,281,504,"1,399"
경상북도,청도군,각북면(4782033000),,"3,630","3,630",88,122,77,107,133,337,"2,326"
경상북도,청도군,이서면(4782034000),,"2,278","2,278",34,56,184,226,383,651,"1,534"
경상북도,청도군,운문면(4782035000),,"4,478","4,478",98,260,56,68,108,335,"2,676"
경상북도,청도군,금천면(4782036000),,"1,910","1,910",26,30,89,107,177,472,"1,287"
경상북도,청도군,매전면(4782037000),,"3,128","3,128",34,77,101,137,230,523,"2,172"
경상북도,고령군,-4783000000,,"3,673","3,673",48,89,"1,745","1,844","2,897","5,268","2,545"
경상북도,고령군,대가야읍(4783025300),,"29,596","29,596",851,"1,642",692,655,"1,073","1,812","15,349"
경상북도,고령군,덕곡면(4783031000),,"9,270","9,270",335,726,49,47,81,203,"3,977"
경상북도,고령군,운수면(4783032000),,"1,399","1,399",19,45,48,90,121,258,955
경상북도,고령군,성산면(4783033000),,"1,727","1,727",27,41,93,147,223,377,"1,142"
경상북도,고령군,다산면(4783034000),,"2,411","2,411",36,62,655,651,"1,000","1,607","1,473"
경상북도,고령군,개진면(4783035000),,"8,426","8,426",323,616,65,93,100,301,"3,574"
경상북도,고령군,우곡면(4783036000),,"1,767","1,767",28,33,48,48,90,244,"1,147"
경상북도,고령군,쌍림면(4783037000),,"1,478","1,478",22,26,95,113,209,466,"1,000"
경상북도,성주군,-4784000000,,"3,118","3,118",61,93,"1,997","2,756","3,820","6,903","2,081"
경상북도,성주군,성주읍(4784025000),,"40,719","40,719","1,284","1,958","1,003","1,252","1,681","2,407","22,001"
경상북도,성주군,선남면(4784031000),,"13,049","13,049",713,"1,164",208,398,494,969,"4,829"
경상북도,성주군,용암면(4784032000),,"5,774","5,774",141,178,124,172,260,601,"3,386"
경상북도,성주군,수륜면(4784033000),,"3,453","3,453",57,83,88,133,241,456,"2,156"
경상북도,성주군,가천면(4784034000),,"3,113","3,113",55,112,67,75,112,305,"2,028"
경상북도,성주군,금수강산면(4784035500),,"1,902","1,902",35,28,28,53,68,180,"1,280"
경상북도,성주군,대가면(4784036000),,"1,143","1,143",9,24,89,116,143,364,781
경상북도,성주군,벽진면(4784037000),,"2,225","2,225",30,72,98,138,197,401,"1,411"
경상북도,성주군,초전면(4784038000),,"2,800","2,800",58,61,171,238,363,710,"1,847"
경상북도,성주군,월항면(4784039000),,"4,132","4,132",112,135,121,181,261,510,"2,403"
경상북도,칠곡군,-4785000000,,"3,128","3,128",74,101,"8,611","9,999","17,519","21,141","1,880"
경상북도,칠곡군,왜관읍(4785025000),,"104,988","104,988","5,076","10,417","2,682","2,625","4,136","6,250","32,225"
경상북도,칠곡군,북삼읍(4785025300),,"30,031","30,031","1,381","2,953","2,181","1,783","3,866","5,557","10,004"
경상북도,칠곡군,석적읍(4785025600),,"22,552","22,552",937,"2,632","2,524","4,264","7,545","4,941","5,596"
경상북도,칠곡군,지천면(4785031000),,"29,381","29,381","2,359","3,983",173,177,256,627,"3,765"
경상북도,칠곡군,동명면(4785032000),,"3,670","3,670",35,72,220,254,354,820,"2,330"
경상북도,칠곡군,가산면(4785033000),,"4,894","4,894",77,121,134,159,230,527,"3,048"
경상북도,칠곡군,약목면(4785036000),,"3,125","3,125",43,69,579,541,822,"1,908","1,963"
경상북도,칠곡군,기산면(4785037000),,"8,485","8,485",147,415,118,196,310,511,"4,073"
경상북도,예천군,-4790000000,,"2,850","2,850",97,172,"3,174","4,933","6,811","7,497","1,446"
경상북도,예천군,예천읍(4790025000),,"53,886","53,886","3,551","4,711",942,881,"1,503","2,199","23,209"
경상북도,예천군,호명읍(4790025300),,"13,483","13,483",497,"1,058","1,487","3,330","4,120","2,788","6,403"
경상북도,예천군,용문면(4790031000),,"20,932","20,932","2,743","3,034",58,56,130,252,"3,430"
경상북도,예천군,감천면(4790034000),,"2,038","2,038",32,81,62,99,115,311,"1,429"
경상북도,예천군,보문면(4790035000),,"2,400","2,400",29,65,38,47,101,179,"1,719"
경상북도,예천군,유천면(4790037000),,"1,503","1,503",25,46,235,198,179,258,"1,067"
경상북도,예천군,용궁면(4790038000),,"2,371","2,371",97,95,61,68,153,299,"1,309"
경상북도,예천군,개포면(4790039000),,"2,190","2,190",31,71,29,23,75,176,"1,507"
경상북도,예천군,지보면(4790040000),,"1,406","1,406",14,29,71,72,153,303,"1,060"
경상북도,예천군,풍양면(4790041000),,"2,469","2,469",31,70,108,94,154,388,"1,769"
경상북도,예천군,효자면(4790042000),,"2,705","2,705",35,58,39,26,60,165,"1,868"
경상북도,예천군,은풍면(4790043000),,"1,146","1,146",5,50,44,39,68,179,801
경상북도,봉화군,-4792000000,,"1,243","1,243",12,54,"1,270","1,370","2,300","4,611",847
경상북도,봉화군,봉화읍(4792025000),,"28,315","28,315",755,"1,657",589,542,947,"1,530","16,352"
경상북도,봉화군,물야면(4792031000),,"8,890","8,890",371,850,96,99,162,439,"4,061"
경상북도,봉화군,봉성면(4792032000),,"2,820","2,820",40,69,69,67,125,281,"1,915"
경상북도,봉화군,법전면(4792033000),,"1,858","1,858",28,66,55,68,107,266,"1,222"
경상북도,봉화군,춘양면(4792034000),,"1,844","1,844",38,87,182,213,272,634,"1,223"
경상북도,봉화군,소천면(4792035000),,"4,082","4,082",106,208,54,70,127,331,"2,467"
경상북도,봉화군,재산면(4792036000),,"2,045","2,045",32,59,44,38,87,240,"1,372"
경상북도,봉화군,명호면(4792037000),,"1,371","1,371",14,46,52,71,130,341,902
경상북도,봉화군,상운면(4792038000),,"2,038","2,038",26,94,44,56,78,232,"1,324"
경상북도,봉화군,석포면(4792039000),,"1,599","1,599",16,36,85,146,265,317,"1,137"
경상북도,울진군,-4793000000,,"1,768","1,768",84,142,"3,526","3,983","5,063","8,020",729
경상북도,울진군,울진읍(4793025000),,"45,911","45,911","2,087","3,134","1,370","1,380","1,988","2,551","20,098"
경상북도,울진군,평해읍(4793025300),,"13,805","13,805",807,"1,488",136,98,170,367,"4,221"
경상북도,울진군,북면(4793031000),,"2,427","2,427",19,113,637,"1,074",986,"1,138","1,524"
경상북도,울진군,북면하당출장소(4793031500),,"6,837","6,837",673,459,29,25,21,109,"1,870"
경상북도,울진군,근남면(4793033000),,606,606,5,12,139,175,221,478,405
경상북도,울진군,기성면(4793035000),,"2,656","2,656",80,110,120,117,103,318,"1,453"
경상북도,울진군,온정면(4793036000),,"2,252","2,252",30,73,50,47,80,216,"1,491"
경상북도,울진군,죽변면(4793037000),,"1,518","1,518",22,45,452,524,610,"1,150","1,058"
경상북도,울진군,후포면(4793038000),,"5,911","5,911",172,295,495,457,709,"1,165","2,708"
경상북도,울진군,금강송면(4793039000),,"6,847","6,847",243,439,27,28,62,239,"3,339"
경상북도,울진군,매화면(4793040000),,"1,189","1,189",7,28,71,58,113,289,798
경상북도,울릉군,-4794000000,,"1,863","1,863",29,72,647,781,"1,075","1,747","1,231"
경상북도,울릉군,울릉읍(4794025000),,"8,715","8,715",236,423,491,578,812,"1,246","3,806"
경상북도,울릉군,서면(4794031000),,"6,081","6,081",167,341,55,68,96,180,"2,446"
경상북도,울릉군,서면태하출장소(4794031500),,902,902,21,29,16,23,30,77,453
경상북도,울릉군,북면(4794032000),,439,439,11,13,85,112,137,244,269
경상남도,-4800000000,,,"1,293","1,293",37,40,"290,204","342,798","477,282","579,847",638
경상남도,창원시,-4812000000,,"3,208,860","3,208,860","179,975","314,488","98,689","118,998","151,658","177,412","1,024,266"
경상남도,창원시,의창구,-4812100000,"991,634","991,634","57,615","95,506","21,425","25,364","30,719","37,971","291,756"
경상남도,창원시,의창구,동읍(4812125000),"207,451","207,451","12,137","18,949","1,685","1,523","2,134","3,940","60,886"
경상남도,창원시,의창구,북면(4812131000),"18,305","18,305",538,"1,451","2,714","6,234","8,981","6,195","7,034"
경상남도,창원시,의창구,대산면(4812132000),"44,497","44,497","4,621","5,581",389,444,647,"1,071","10,171"
경상남도,창원시,의창구,의창동(4812151000),"6,491","6,491",141,301,"4,803","5,869","7,275","8,669","3,498"
경상남도,창원시,의창구,팔룡동(4812152000),"47,354","47,354","3,057","4,553","3,020","3,339","3,588","5,136","13,128"
경상남도,창원시,의창구,명곡동(4812153000),"24,250","24,250","1,334","2,245","4,270","4,526","4,771","7,919","5,588"
경상남도,창원시,의창구,봉림동(4812154000),"38,193","38,193","1,660","3,076","4,544","3,429","3,323","5,041","11,971"
경상남도,창원시,성산구,-4812300000,"28,361","28,361",786,"1,742","28,384","36,127","36,989","46,908","9,496"
경상남도,창원시,성산구,반송동(4812351000),"246,509","246,509","15,794","24,040","3,917","4,006","6,042","7,444","58,267"
경상남도,창원시,성산구,용지동(4812351500),"37,867","37,867","2,226","4,589","2,801","3,538","3,803","4,696","9,643"
경상남도,창원시,성산구,중앙동(4812352000),"25,291","25,291","1,480","2,394","5,983","8,288","6,615","7,021","6,579"
경상남도,창원시,성산구,상남동(4812353000),"42,637","42,637","3,493","3,253","2,913","3,294","3,828","5,182","7,984"
경상남도,창원시,성산구,사파동(4812354000),"25,662","25,662","1,341","2,865","4,864","6,364","6,236","8,487","6,239"
경상남도,창원시,성산구,가음정동(4812355000),"43,187","43,187","2,260","4,071","4,167","5,976","5,751","7,264","10,905"
경상남도,창원시,성산구,성주동(4812356000),"38,529","38,529","2,878","3,612","3,003","3,986","3,801","5,539","8,881"
경상남도,창원시,성산구,웅남동(4812357000),"26,580","26,580","1,887","2,685",736,675,913,"1,275","5,679"
경상남도,창원시,마산합포구,-4812500000,"6,756","6,756",229,571,"15,211","18,540","25,851","28,356","2,357"
경상남도,창원시,마산합포구,구산면(4812531000),"175,946","175,946","9,608","15,168",159,210,317,519,"63,212"
경상남도,창원시,마산합포구,진동면(4812532000),"3,839","3,839",68,116,734,919,"1,856","1,790","2,450"
경상남도,창원시,마산합포구,진북면(4812533000),"11,328","11,328",622,"1,093",156,130,225,480,"4,314"
경상남도,창원시,마산합포구,진전면(4812534000),"3,023","3,023",30,98,135,144,205,516,"1,904"
경상남도,창원시,마산합포구,현동(4812551000),"3,581","3,581",32,90,888,"1,721","3,026","2,085","2,459"
경상남도,창원시,마산합포구,가포동(4812552000),"14,415","14,415","1,297","1,838",543,"1,185",768,781,"3,560"
경상남도,창원시,마산합포구,월영동(4812553000),"5,188","5,188",410,253,"4,121","4,835","6,700","6,570","1,248"
경상남도,창원시,마산합포구,문화동(4812554000),"40,615","40,615","3,392","4,444","1,721",903,"1,181","1,647","10,553"
경상남도,창원시,마산합포구,반월중앙동(4812556500),"10,556","10,556",250,697,"1,066","1,077","1,755","2,265","4,157"
경상남도,창원시,마산합포구,완월동(4812557000),"12,867","12,867",429,"1,169",738,673,899,"1,505","5,106"
경상남도,창원시,마산합포구,자산동(4812558000),"8,127","8,127",187,611,722,623,"1,035","1,526","3,514"
경상남도,창원시,마산합포구,교방동(4812561000),"8,666","8,666",198,702,"1,410","2,597","2,888","2,765","3,860"
경상남도,창원시,마산합포구,오동동(4812563000),"18,657","18,657","1,481","1,693","1,390","1,656","2,561","2,944","5,823"
경상남도,창원시,마산합포구,합포동(4812564000),"17,652","17,652",543,"1,111",418,733,909,"1,047","7,447"
경상남도,창원시,마산합포구,산호동(4812565000),"6,354","6,354",288,401,"1,010","1,134","1,526","1,916","2,558"
경상남도,창원시,마산회원구,-4812700000,"11,078","11,078",381,852,"16,143","18,275","25,541","32,146","4,259"
경상남도,창원시,마산회원구,내서읍(4812725000),"176,744","176,744","8,572","16,328","6,097","4,960","8,654","12,359","59,739"
경상남도,창원시,마산회원구,회원1동(4812751000),"57,768","57,768","2,453","6,739",676,644,"1,071","1,512","16,506"
경상남도,창원시,마산회원구,회원2동(4812752000),"9,252","9,252",183,560,715,"1,228","1,224","1,392","4,606"
경상남도,창원시,마산회원구,석전동(4812754500),"9,277","9,277",539,714,"1,216","1,766","2,107","2,483","3,465"
경상남도,창원시,마산회원구,회성동(4812755000),"15,364","15,364",758,"1,120",316,412,518,831,"5,914"
경상남도,창원시,마산회원구,양덕1동(4812756000),"5,036","5,036",84,225,860,"1,004","1,359","1,697","2,650"
경상남도,창원시,마산회원구,양덕2동(4812757000),"9,995","9,995",282,742,"2,912","4,447","5,959","5,570","4,051"
경상남도,창원시,마산회원구,합성1동(4812758000),"34,157","34,157","2,934","3,869",758,"1,004","1,137","1,429","8,466"
경상남도,창원시,마산회원구,합성2동(4812759000),"8,408","8,408",443,526,869,"1,021","1,097","1,393","3,111"
경상남도,창원시,마산회원구,구암1동(4812760000),"8,390","8,390",387,522,627,642,884,"1,439","3,101"
경상남도,창원시,마산회원구,구암2동(4812761000),"7,839","7,839",165,544,907,873,"1,143","1,524","3,538"
경상남도,창원시,마산회원구,봉암동(4812762000),"8,549","8,549",276,616,190,274,388,517,"3,210"
경상남도,창원시,진해구,-4812900000,"2,709","2,709",68,151,"17,526","20,692","32,558","32,031","1,121"
경상남도,창원시,진해구,충무동(4812953000),"184,984","184,984","11,504","21,021","1,849","1,813","2,328","2,186","49,652"
경상남도,창원시,진해구,여좌동(4812954000),"15,171","15,171",785,"1,571",657,585,822,"1,277","4,639"
경상남도,창원시,진해구,태백동(4812955000),"7,637","7,637",156,501,274,239,359,554,"3,639"
경상남도,창원시,진해구,경화동(4812956000),"3,359","3,359",95,192,826,922,"1,476","1,776","1,646"
경상남도,창원시,진해구,병암동(4812957000),"9,745","9,745",528,934,614,594,935,"1,212","3,283"
경상남도,창원시,진해구,석동(4812958000),"6,784","6,784",245,666,"2,012","1,731","2,776","3,225","2,518"
경상남도,창원시,진해구,이동(4812959000),"16,688","16,688",818,"2,193",973,867,"1,056","1,375","3,933"
경상남도,창원시,진해구,자은동(4812960000),"8,167","8,167",180,448,"1,753","2,108","3,543","3,568","3,268"
경상남도,창원시,진해구,덕산동(4812961000),"19,780","19,780","1,246","2,354",963,952,"1,390","1,402","5,208"
경상남도,창원시,진해구,풍호동(4812962000),"8,930","8,930",527,"1,034","1,890","2,444","4,963","3,789","2,662"
경상남도,창원시,진해구,웅천동(4812963000),"24,408","24,408","2,036","3,651","1,006","2,148","2,573","2,098","5,635"
경상남도,창원시,진해구,웅동1동(4812964000),"13,896","13,896","1,478","1,452",669,865,"1,067","1,490","3,141"
경상남도,창원시,진해구,웅동2동(4812965000),"7,556","7,556",360,617,"4,040","5,424","9,270","8,079","2,488"
경상남도,진주시,-4817000000,,"42,863","42,863","3,050","5,408","37,708","39,205","47,416","57,367","7,592"
경상남도,진주시,문산읍(4817025000),,"336,343","336,343","20,653","33,461",524,698,904,"1,190","100,533"
경상남도,진주시,내동면(4817031000),,"7,470","7,470",387,637,363,316,528,717,"3,130"
경상남도,진주시,정촌면(4817032000),,"3,889","3,889",212,417,692,"1,594","1,279","1,258","1,336"
경상남도,진주시,금곡면(4817033000),,"8,668","8,668",893,644,89,76,120,302,"2,308"
경상남도,진주시,진성면(4817035000),,"1,996","1,996",28,76,64,93,109,268,"1,305"
경상남도,진주시,일반성면(4817036000),,"1,722","1,722",25,46,133,114,213,430,"1,117"
경상남도,진주시,이반성면(4817037000),,"2,325","2,325",58,135,42,53,79,185,"1,242"
경상남도,진주시,사봉면(4817038000),,"1,448","1,448",9,28,34,56,92,190,"1,052"
경상남도,진주시,지수면(4817039000),,"1,353","1,353",21,46,65,49,87,217,914
경상남도,진주시,대곡면(4817040000),,"1,305","1,305",20,50,113,121,166,428,817
경상남도,진주시,금산면(4817041000),,"2,814","2,814",27,81,"1,847","1,978","2,926","3,584","1,878"
경상남도,진주시,집현면(4817042000),,"19,461","19,461","1,305","2,462",307,282,434,833,"5,359"
경상남도,진주시,미천면(4817043000),,"4,267","4,267",118,318,46,47,62,229,"1,975"
경상남도,진주시,명석면(4817044000),,"1,449","1,449",9,36,185,203,275,646,"1,020"
경상남도,진주시,대평면(4817045000),,"3,685","3,685",73,144,46,46,60,157,"2,159"
경상남도,진주시,수곡면(4817046000),,936,936,10,38,83,83,135,349,579
경상남도,진주시,천전동(4817051500),,"2,043","2,043",23,82,"4,096","2,698","2,983","4,591","1,288"
경상남도,진주시,성북동(4817055500),,"26,474","26,474",967,"2,092",963,950,"1,230","1,623","9,047"
경상남도,진주시,중앙동(4817056500),,"9,359","9,359",264,613,742,773,971,"1,639","3,716"
경상남도,진주시,상봉동(4817059500),,"9,892","9,892",185,503,"1,310","1,071","1,383","2,336","5,079"
경상남도,진주시,상대동(4817067300),,"12,531","12,531",291,837,"2,114","1,933","2,085","3,218","5,303"
경상남도,진주시,하대동(4817067800),,"17,714","17,714",559,"1,277","2,641","2,416","2,541","4,611","6,528"
경상남도,진주시,상평동(4817068000),,"21,945","21,945",756,"1,843","1,104","1,175","1,432","1,800","7,137"
경상남도,진주시,초장동(4817069500),,"10,413","10,413",437,881,"2,757","3,591","5,164","4,769","3,584"
경상남도,진주시,평거동(4817071000),,"27,536","27,536","2,672","4,265","3,148","2,699","3,560","4,973","4,318"
경상남도,진주시,신안동(4817071500),,"25,006","25,006","1,278","2,759","1,194","1,014","1,333","1,842","6,589"
경상남도,진주시,이현동(4817072000),,"10,788","10,788",411,901,961,821,"1,219","1,903","4,093"
경상남도,진주시,판문동(4817073000),,"9,778","9,778",352,915,"1,940","1,994","3,567","3,518","3,607"
경상남도,진주시,가호동(4817074000),,"19,925","19,925","1,520","2,913","7,437","6,276","5,004","5,170","4,473"
경상남도,진주시,충무공동(4817075000),,"36,415","36,415","3,256","3,216","2,668","5,985","7,475","4,391","6,056"
경상남도,통영시,-4822000000,,"33,736","33,736","4,487","5,206","8,621","8,913","17,584","21,753","3,524"
경상남도,통영시,산양읍(4822025000),,"116,777","116,777","4,967","12,200",163,206,397,774,"42,739"
경상남도,통영시,용남면(4822031000),,"4,109","4,109",51,179,816,826,"1,857","2,268","2,339"
경상남도,통영시,도산면(4822033000),,"11,366","11,366",559,"1,454",83,105,173,422,"3,586"
경상남도,통영시,광도면(4822034000),,"2,565","2,565",21,96,"2,675","3,294","6,541","5,683","1,665"
경상남도,통영시,욕지면(4822035000),,"31,660","31,660","2,283","4,655",82,65,197,403,"6,529"
경상남도,통영시,한산면(4822036000),,"1,879","1,879",23,69,51,58,129,318,"1,040"
경상남도,통영시,사량면(4822037000),,"1,842","1,842",9,41,27,42,81,249,"1,236"
경상남도,통영시,도천동(4822051000),,"1,337","1,337",13,24,732,461,908,"1,469",901
경상남도,통영시,명정동(4822053000),,"7,923","7,923",183,634,118,102,203,399,"3,536"
경상남도,통영시,중앙동(4822055000),,"2,413","2,413",33,123,158,177,301,556,"1,435"
경상남도,통영시,정량동(4822059000),,"3,182","3,182",55,162,430,485,952,"1,506","1,773"
경상남도,통영시,북신동(4822060000),,"7,613","7,613",183,553,669,698,"1,270","1,569","3,504"
경상남도,통영시,미수동(4822066500),,"9,553","9,553",428,863,726,644,"1,398","1,927","4,056"
경상남도,통영시,봉평동(4822067000),,"9,831","9,831",337,"1,169",601,603,"1,078","1,726","3,630"
경상남도,통영시,무전동(4822070000),,"8,757","8,757",201,704,"1,290","1,147","2,099","2,484","3,844"
경상남도,사천시,-4824000000,,"12,747","12,747",588,"1,474","8,889","10,333","15,401","19,486","3,665"
경상남도,사천시,사천읍(4824025000),,"107,970","107,970","5,345","10,102","1,894","1,894","2,629","3,245","38,414"
경상남도,사천시,정동면(4824031000),,"16,684","16,684",802,"1,596","1,205","1,745","2,332","2,434","4,624"
경상남도,사천시,사남면(4824032000),,"13,446","13,446",992,"1,633","1,896","2,524","3,420","2,843","3,105"
경상남도,사천시,용현면(4824033000),,"18,134","18,134","1,570","2,479",539,734,"1,220","1,473","3,402"
경상남도,사천시,축동면(4824034000),,"8,021","8,021",373,758,54,72,101,235,"2,924"
경상남도,사천시,곤양면(4824035000),,"1,434","1,434",26,46,134,123,209,501,900
경상남도,사천시,곤명면(4824036000),,"3,016","3,016",47,122,83,114,175,428,"1,880"
경상남도,사천시,서포면(4824037000),,"2,592","2,592",39,70,111,133,214,588,"1,683"
경상남도,사천시,동서동(4824051000),,"3,209","3,209",47,118,211,213,477,821,"1,998"
경상남도,사천시,선구동(4824052000),,"5,046","5,046",81,214,320,350,483,834,"3,029"
경상남도,사천시,동서금동(4824053000),,"4,529","4,529",115,244,372,542,776,996,"2,183"
경상남도,사천시,벌용동(4824055000),,"5,947","5,947",339,503,"1,183","1,105","1,954","2,924","2,419"
경상남도,사천시,향촌동(4824057000),,"14,412","14,412",548,"1,462",602,473,893,"1,319","5,236"
경상남도,사천시,남양동(4824059500),,"6,586","6,586",227,529,282,302,500,814,"2,543"
경상남도,사천시,신수출장소(4824089000),,"4,698","4,698",139,321,3,9,18,31,"2,340"
경상남도,사천남양출장소,-4824500000,,216,216,0,7,0,0,0,0,148
경상남도,김해시,-4825000000,,0,0,0,0,"54,286","64,360","86,626","104,709",0
경상남도,김해시,진영읍(4825025000),,"533,064","533,064","34,459","59,094","4,105","5,807","10,370","9,404","129,530"
경상남도,김해시,주촌면(4825032000),,"52,862","52,862","3,931","6,688","1,431","3,713","3,752","2,916","12,557"
경상남도,김해시,진례면(4825033000),,"19,712","19,712","2,610","1,978",341,372,519,"1,061","3,312"
경상남도,김해시,한림면(4825034000),,"5,502","5,502",94,241,297,439,515,"1,018","2,874"
경상남도,김해시,생림면(4825035000),,"6,401","6,401",89,230,147,177,224,602,"3,813"
경상남도,김해시,상동면(4825036000),,"3,342","3,342",52,75,144,203,238,527,"2,065"
경상남도,김해시,대동면(4825037000),,"2,882","2,882",34,100,192,248,377,707,"1,636"
경상남도,김해시,동상동(4825051000),,"4,921","4,921",61,171,820,969,"1,029","1,601","3,165"
경상남도,김해시,회현동(4825052000),,"8,390","8,390",308,524,630,957,949,"1,405","3,139"
경상남도,김해시,부원동(4825053000),,"7,992","7,992",377,498,852,"1,096","1,086","1,771","3,176"
경상남도,김해시,내외동(4825054000),,"8,833","8,833",401,519,"8,331","8,481","8,852","14,903","3,108"
경상남도,김해시,북부동(4825055000),,"67,586","67,586","2,980","6,143","9,021","9,381","13,121","16,919","17,896"
경상남도,김해시,칠산서부동(4825056500),,"80,839","80,839","5,276","9,870",810,813,"1,025","1,779","17,251"
경상남도,김해시,활천동(4825058000),,"8,610","8,610",281,565,"3,978","3,849","4,701","7,649","3,337"
경상남도,김해시,삼안동(4825059000),,"35,962","35,962","1,346","3,176","4,898","4,470","4,073","7,318","11,263"
경상남도,김해시,불암동(4825060000),,"35,262","35,262","1,531","2,528",639,626,803,"1,336","10,444"
경상남도,김해시,장유1동(4825061000),,"6,480","6,480",268,585,"7,257","9,783","12,187","13,742","2,223"
경상남도,김해시,장유2동(4825062000),,"68,638","68,638","5,500","8,386","4,228","4,137","6,545","8,059","11,783"
경상남도,김해시,장유3동(4825063000),,"36,711","36,711","2,199","4,665","6,165","8,839","16,260","11,992","6,878"
경상남도,장유출장소,-4825200000,,"72,139","72,139","7,121","12,152",0,0,0,0,"9,610"
경상남도,밀양시,-4827000000,,0,0,0,0,"6,585","7,525","11,054","16,620",0
경상남도,밀양시,삼랑진읍(4827025000),,"99,347","99,347","3,676","6,967",194,242,402,771,"46,920"
경상남도,밀양시,삼랑진임천출장소(4827025100),,"4,858","4,858",74,203,201,76,89,150,"2,972"
경상남도,밀양시,하남읍(4827025300),,"1,326","1,326",10,51,315,344,643,"1,027",749
경상남도,밀양시,부북면(4827031000),,"6,524","6,524",147,329,277,324,429,814,"3,719"
경상남도,밀양시,상동면(4827032000),,"5,228","5,228",100,194,79,125,177,430,"3,090"
경상남도,밀양시,산외면(4827033000),,"3,064","3,064",45,82,90,123,188,423,"2,126"
경상남도,밀양시,산내면(4827034000),,"2,716","2,716",39,105,127,108,237,618,"1,748"
경상남도,밀양시,단장면(4827035000),,"3,614","3,614",39,131,129,201,257,654,"2,354"
경상남도,밀양시,상남면(4827036000),,"4,179","4,179",39,108,406,451,794,"1,221","2,791"
경상남도,밀양시,초동면(4827037000),,"7,485","7,485",235,450,93,136,220,511,"3,928"
경상남도,밀양시,무안면(4827038000),,"3,206","3,206",25,93,161,188,278,627,"2,128"
경상남도,밀양시,청도면(4827039000),,"4,497","4,497",45,279,38,41,90,201,"2,919"
경상남도,밀양시,내일동(4827051000),,"1,668","1,668",23,30,133,161,217,409,"1,245"
경상남도,밀양시,내이동(4827052000),,"2,427","2,427",51,113,"1,575","2,285","2,599","2,989","1,343"
경상남도,밀양시,삼문동(4827053000),,"17,104","17,104","1,202","1,518","1,740","1,619","2,925","3,438","4,936"
경상남도,밀양시,가곡동(4827054000),,"18,795","18,795","1,189","2,344",566,642,851,"1,301","5,540"
경상남도,밀양시,교동(4827055000),,"7,342","7,342",228,496,461,459,658,"1,036","3,258"
경상남도,거제시,-4831000000,,"5,314","5,314",185,441,"18,557","22,929","44,630","45,171","2,074"
경상남도,거제시,일운면(4831031000),,"231,359","231,359","14,650","28,979",481,576,"1,075","1,609","56,443"
경상남도,거제시,동부면(4831032000),,"7,809","7,809",310,594,116,145,236,502,"3,164"
경상남도,거제시,남부면(4831033000),,"2,793","2,793",36,118,42,60,94,264,"1,640"
경상남도,거제시,거제면(4831034000),,"1,395","1,395",8,42,403,371,803,"1,213",885
경상남도,거제시,둔덕면(4831035000),,"6,745","6,745",211,523,120,121,206,425,"3,221"
경상남도,거제시,사등면(4831036000),,"2,581","2,581",32,96,584,837,"2,042","1,928","1,581"
경상남도,거제시,사등면가조출장소(4831036600),,"10,634","10,634",601,"1,296",36,49,91,181,"3,346"
경상남도,거제시,연초면(4831037000),,"1,016","1,016",12,34,710,782,"1,577","2,173",613
경상남도,거제시,하청면(4831038000),,"9,544","9,544",303,825,147,149,300,542,"3,174"
경상남도,거제시,하청면칠천출장소(4831038500),,"2,954","2,954",60,196,23,35,90,168,"1,560"
경상남도,거제시,장목면(4831039000),,"1,016","1,016",9,30,113,121,214,480,661
경상남도,거제시,장목면외포출장소(4831039500),,"2,679","2,679",29,61,54,57,104,223,"1,661"
경상남도,거제시,장승포동(4831051000),,"1,219","1,219",19,46,496,384,725,"1,128",716
경상남도,거제시,능포동(4831053000),,"5,066","5,066",117,487,615,566,"1,152","1,876","1,729"
경상남도,거제시,아주동(4831054000),,"8,223","8,223",225,690,"1,968","3,141","6,320","3,958","3,099"
경상남도,거제시,옥포1동(4831055000),,"24,567","24,567","2,374","4,087",646,784,"1,296","1,507","2,719"
경상남도,거제시,옥포2동(4831056000),,"7,186","7,186",359,685,"1,970","2,176","4,308","5,004","1,909"
경상남도,거제시,장평동(4831057000),,"23,550","23,550","1,169","2,733","2,096","2,391","3,600","4,520","6,190"
경상남도,거제시,고현동(4831058000),,"19,230","19,230",990,"1,888","3,349","4,204","6,770","7,120","3,745"
경상남도,거제시,상문동(4831059000),,"36,049","36,049","2,394","4,431","2,734","4,057","8,360","6,046","7,781"
