,,,,2025,,,,,,,,
행정구역,,,,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60세 이상
경상남도,거제시,수양동(4831060000),,"34,714","34,714","3,575","5,957","1,854","1,923","5,267","4,304","3,985"
경상남도,양산시,-4833000000,,"22,389","22,389","1,817","4,160","32,168","44,826","60,499","63,577","3,064"
경상남도,양산시,물금읍(4833025300),,"361,019","361,019","25,143","37,466","11,123","16,425","22,839","18,175","97,340"
경상남도,양산시,동면(4833031000),,"117,069","117,069","10,625","15,170","4,315","10,295","10,988","8,160","22,712"
경상남도,양산시,원동면(4833032000),,"57,345","57,345","6,333","5,438",107,131,192,432,"11,816"
경상남도,양산시,상북면(4833033000),,"3,120","3,120",57,91,929,"1,396","1,572","2,541","2,110"
경상남도,양산시,하북면(4833034000),,"13,617","13,617",472,796,442,470,644,"1,430","5,911"
경상남도,양산시,중앙동(4833051000),,"7,345","7,345",89,313,905,"1,080","1,279","2,101","3,957"
경상남도,양산시,양주동(4833051500),,"10,623","10,623",265,534,"3,425","2,661","4,218","6,361","4,459"
경상남도,양산시,삼성동(4833052000),,"29,602","29,602","1,223","3,352","1,924","2,396","2,862","3,999","8,362"
경상남도,양산시,강서동(4833053000),,"19,524","19,524",782,"1,444",830,739,"1,287","1,600","6,117"
경상남도,양산시,서창동(4833054000),,"8,091","8,091",324,864,"2,364","2,254","4,245","5,405","2,447"
경상남도,양산시,소주동(4833055000),,"25,902","25,902","1,221","2,985","1,639","1,824","2,843","4,106","7,428"
경상남도,양산시,평산동(4833056000),,"19,533","19,533",765,"1,624","2,470","2,200","4,201","5,466","6,732"
경상남도,양산시,덕계동(4833057000),,"28,145","28,145","1,238","2,893","1,695","2,955","3,329","3,801","9,677"
경상남도,양산시웅상출장소,-4833200000,,"21,103","21,103","1,749","1,962",0,0,0,0,"5,612"
경상남도,의령군,-4872000000,,0,0,0,0,"1,283","1,388","2,164","4,073",0
경상남도,의령군,의령읍(4872025000),,"24,627","24,627",692,"1,281",730,756,"1,211","1,688","13,746"
경상남도,의령군,가례면(4872031000),,"8,855","8,855",466,827,63,54,98,250,"3,177"
경상남도,의령군,칠곡면(4872032000),,"1,550","1,550",11,35,37,49,74,171,"1,039"
경상남도,의령군,대의면(4872033000),,"1,127","1,127",8,29,46,46,55,142,759
경상남도,의령군,화정면(4872034000),,"1,018","1,018",32,41,46,65,90,260,656
경상남도,의령군,용덕면(4872035000),,"1,427","1,427",35,44,54,63,85,221,887
경상남도,의령군,정곡면(4872036000),,"1,387","1,387",12,28,39,42,70,191,924
경상남도,의령군,지정면(4872037000),,"1,290","1,290",19,32,53,58,114,245,897
경상남도,의령군,낙서면(4872038000),,"1,704","1,704",25,43,17,18,39,77,"1,166"
경상남도,의령군,부림면(4872039000),,665,665,11,16,122,134,171,443,487
경상남도,의령군,봉수면(4872040000),,"2,541","2,541",45,120,28,49,57,124,"1,506"
경상남도,의령군,궁류면(4872041500),,928,928,13,30,21,22,42,113,627
경상남도,의령군,유곡면(4872042000),,"1,032","1,032",3,14,27,32,58,148,817
경상남도,함안군,-4873000000,,"1,103","1,103",12,22,"3,689","3,859","7,172","10,409",804
경상남도,함안군,가야읍(4873025000),,"57,625","57,625","2,109","5,220","1,319","1,313","2,265","3,263","25,167"
경상남도,함안군,칠원읍(4873025300),,"16,601","16,601",699,"1,680","1,274","1,199","3,049","3,398","6,062"
경상남도,함안군,함안면(4873031000),,"17,593","17,593",939,"2,522",96,107,178,337,"5,212"
경상남도,함안군,군북면(4873032000),,"2,301","2,301",43,82,309,477,445,822,"1,458"
경상남도,함안군,법수면(4873033000),,"5,590","5,590",188,262,87,118,185,416,"3,087"
경상남도,함안군,대산면(4873034000),,"2,591","2,591",32,72,114,103,184,458,"1,681"
경상남도,함안군,칠서면(4873035000),,"3,004","3,004",27,94,294,300,515,960,"2,024"
경상남도,함안군,칠북면(4873036000),,"4,782","4,782",121,373,57,68,106,229,"2,219"
경상남도,함안군,산인면(4873038000),,"1,764","1,764",12,40,111,147,201,401,"1,252"
경상남도,함안군,여항면(4873039000),,"2,517","2,517",40,76,28,27,44,125,"1,541"
경상남도,창녕군,-4874000000,,882,882,8,19,"2,811","3,603","5,545","9,176",631
경상남도,창녕군,창녕읍(4874025000),,"54,836","54,836","1,805","3,703","1,093","1,335","1,959","2,677","28,193"
경상남도,창녕군,남지읍(4874025300),,"15,159","15,159",793,"1,368",532,788,"1,480","1,931","5,934"
경상남도,창녕군,고암면(4874031000),,"11,258","11,258",529,"1,109",82,78,83,236,"4,889"
경상남도,창녕군,성산면(4874032000),,"1,718","1,718",38,68,43,58,76,226,"1,133"
경상남도,창녕군,대합면(4874033000),,"1,457","1,457",16,23,143,186,274,601,"1,015"
경상남도,창녕군,이방면(4874034000),,"3,442","3,442",41,120,69,90,147,287,"2,077"
경상남도,창녕군,유어면(4874035000),,"2,250","2,250",43,241,62,59,95,221,"1,373"
경상남도,창녕군,대지면(4874036000),,"1,565","1,565",20,32,121,126,243,371,"1,076"
경상남도,창녕군,계성면(4874037000),,"2,265","2,265",59,180,74,107,153,360,"1,165"
경상남도,창녕군,영산면(4874038000),,"2,058","2,058",25,54,247,340,408,853,"1,285"
경상남도,창녕군,장마면(4874039000),,"4,783","4,783",105,239,67,82,114,251,"2,591"
경상남도,창녕군,도천면(4874040000),,"1,719","1,719",18,47,120,117,182,434,"1,140"
경상남도,창녕군,길곡면(4874041000),,"2,413","2,413",50,90,40,67,90,207,"1,420"
경상남도,창녕군,부곡면(4874042000),,"1,419","1,419",7,43,118,170,241,521,965
경상남도,고성군,-4882000000,,"3,330","3,330",61,89,"2,661","2,522","5,017","8,230","2,130"
경상남도,고성군,고성읍(4882025000),,"47,094","47,094","1,238","3,799","1,674","1,534","3,130","4,236","23,627"
경상남도,고성군,삼산면(4882031000),,"22,497","22,497",885,"2,655",56,60,125,239,"8,383"
경상남도,고성군,하일면(4882032000),,"1,678","1,678",38,67,73,55,113,244,"1,093"
경상남도,고성군,하이면(4882033000),,"1,713","1,713",23,75,150,114,205,462,"1,130"
경상남도,고성군,상리면(4882034000),,"2,484","2,484",43,145,53,53,96,220,"1,365"
경상남도,고성군,대가면(4882035000),,"1,456","1,456",6,43,45,48,100,221,985
경상남도,고성군,영현면(4882036000),,"1,534","1,534",17,33,19,28,53,93,"1,070"
경상남도,고성군,영오면(4882037000),,826,826,10,21,56,52,89,194,602
경상남도,고성군,개천면(4882038000),,"1,284","1,284",21,45,25,37,65,124,827
경상남도,고성군,구만면(4882039000),,998,998,10,51,28,32,48,133,686
경상남도,고성군,회화면(4882040000),,938,938,17,25,147,142,292,549,655
경상남도,고성군,마암면(4882041000),,"3,202","3,202",65,246,44,53,111,266,"1,761"
경상남도,고성군,동해면(4882042000),,"1,617","1,617",10,40,111,124,202,482,"1,093"
경상남도,고성군,거류면(4882043000),,"2,896","2,896",27,110,180,190,388,767,"1,840"
경상남도,남해군,-4884000000,,"3,971","3,971",66,243,"2,304","2,135","3,568","6,620","2,137"
경상남도,남해군,남해읍(4884025000),,"40,437","40,437","1,063","2,686","1,164","1,002","1,541","2,292","22,061"
경상남도,남해군,이동면(4884031000),,"12,415","12,415",609,"1,204",136,140,237,562,"4,603"
경상남도,남해군,상주면(4884032000),,"3,515","3,515",31,192,73,77,128,233,"2,217"
경상남도,남해군,삼동면(4884033000),,"1,559","1,559",40,92,134,156,298,599,916
경상남도,남해군,미조면(4884034000),,"3,684","3,684",68,187,145,98,179,366,"2,242"
경상남도,남해군,남면(4884035000),,"2,059","2,059",35,106,142,142,242,556,"1,130"
경상남도,남해군,서면(4884036000),,"3,372","3,372",41,217,88,91,175,349,"2,032"
경상남도,남해군,고현면(4884037000),,"2,564","2,564",46,184,124,147,231,460,"1,631"
경상남도,남해군,설천면(4884038000),,"3,217","3,217",61,151,88,91,144,382,"2,043"
경상남도,남해군,창선면(4884039000),,"2,648","2,648",45,76,210,191,393,821,"1,822"
경상남도,하동군,-4885000000,,"5,404","5,404",87,277,"2,041","2,116","3,346","7,177","3,425"
경상남도,하동군,하동읍(4885025000),,"40,040","40,040","1,084","2,183",655,704,"1,027","1,704","22,093"
경상남도,하동군,화개면(4885031000),,"9,099","9,099",394,743,135,115,191,603,"3,872"
경상남도,하동군,악양면(4885032000),,"2,755","2,755",43,131,142,133,220,592,"1,537"
경상남도,하동군,적량면(4885033000),,"3,260","3,260",53,127,79,82,109,272,"1,993"
경상남도,하동군,횡천면(4885034000),,"1,758","1,758",25,72,56,66,109,263,"1,119"
경상남도,하동군,고전면(4885035000),,"1,748","1,748",44,52,74,76,143,307,"1,158"
경상남도,하동군,금남면(4885036000),,"1,934","1,934",24,74,126,140,212,536,"1,236"
경상남도,하동군,진교면(4885037000),,"3,086","3,086",48,125,296,291,546,986,"1,899"
경상남도,하동군,양보면(4885038000),,"5,450","5,450",201,386,43,58,76,236,"2,744"
경상남도,하동군,북천면(4885039000),,"1,570","1,570",25,33,60,41,89,239,"1,099"
경상남도,하동군,청암면(4885040000),,"1,461","1,461",24,38,41,64,81,219,970
경상남도,하동군,옥종면(4885041000),,"1,305","1,305",34,65,165,193,306,709,801
경상남도,하동군,금성면(4885042000),,"4,005","4,005",99,219,169,153,237,511,"2,314"
경상남도,산청군,-4886000000,,"2,609","2,609",70,118,"1,626","1,646","2,568","5,753","1,351"
경상남도,산청군,산청읍(4886025000),,"32,766","32,766",786,"1,718",450,507,690,"1,108","18,669"
경상남도,산청군,차황면(4886031000),,"6,453","6,453",258,537,28,31,67,203,"2,903"
경상남도,산청군,오부면(4886032000),,"1,297","1,297",23,44,31,27,63,138,901
경상남도,산청군,생초면(4886033000),,955,955,7,42,60,62,80,259,647
경상남도,산청군,금서면(4886034000),,"1,797","1,797",18,63,137,138,215,508,"1,255"
경상남도,산청군,삼장면(4886035000),,"2,819","2,819",53,130,61,69,83,319,"1,638"
경상남도,산청군,시천면(4886036000),,"1,735","1,735",21,48,186,150,275,798,"1,134"
경상남도,산청군,단성면(4886037000),,"3,845","3,845",48,181,216,244,387,980,"2,207"
경상남도,산청군,신안면(4886038000),,"5,454","5,454",106,166,348,338,528,979,"3,355"
경상남도,산청군,생비량면(4886039000),,"5,431","5,431",224,407,29,34,72,148,"2,607"
경상남도,산청군,신등면(4886040000),,"1,102","1,102",15,39,80,46,108,313,765
경상남도,함양군,-4887000000,,"1,878","1,878",13,61,"2,007","1,976","3,281","6,149","1,257"
경상남도,함양군,함양읍(4887025000),,"35,506","35,506","1,116","2,529","1,310","1,294","2,161","3,114","18,448"
경상남도,함양군,마천면(4887031000),,"16,852","16,852",836,"1,704",70,62,113,369,"6,433"
경상남도,함양군,휴천면(4887032000),,"1,958","1,958",25,62,32,50,79,221,"1,257"
경상남도,함양군,유림면(4887033000),,"1,409","1,409",29,34,46,47,88,224,964
경상남도,함양군,수동면(4887034000),,"1,530","1,530",22,57,97,100,153,342,"1,046"
경상남도,함양군,지곡면(4887035000),,"2,147","2,147",25,144,67,74,113,321,"1,286"
경상남도,함양군,안의면(4887036000),,"1,911","1,911",29,72,168,129,288,644,"1,235"
경상남도,함양군,서하면(4887037000),,"3,981","3,981",64,185,37,50,61,195,"2,503"
경상남도,함양군,서상면(4887038000),,"1,289","1,289",34,29,64,67,82,276,883
경상남도,함양군,백전면(4887039000),,"1,645","1,645",21,68,47,55,90,229,"1,067"
경상남도,함양군,병곡면(4887040000),,"1,561","1,561",23,125,69,48,53,214,992
경상남도,거창군,-4888000000,,"1,223","1,223",8,49,"4,417","4,542","6,544","9,952",782
경상남도,거창군,거창읍(4888025000),,"59,152","59,152","2,646","5,625","3,715","3,837","5,407","7,021","25,426"
경상남도,거창군,주상면(4888031000),,"39,810","39,810","2,371","4,899",46,38,78,209,"12,560"
경상남도,거창군,웅양면(4888032000),,"1,412","1,412",14,45,67,54,104,292,982
경상남도,거창군,고제면(4888033000),,"1,731","1,731",28,77,49,37,64,215,"1,109"
경상남도,거창군,북상면(4888034000),,"1,290","1,290",9,33,48,64,91,221,883
경상남도,거창군,위천면(4888035000),,"1,511","1,511",26,67,82,65,110,284,994
경상남도,거창군,마리면(4888036000),,"1,842","1,842",23,144,71,77,108,273,"1,134"
경상남도,거창군,남상면(4888037000),,"1,862","1,862",27,65,88,105,155,331,"1,241"
경상남도,거창군,남하면(4888038000),,"2,191","2,191",30,60,46,59,66,186,"1,422"
경상남도,거창군,신원면(4888039000),,"1,376","1,376",22,46,30,38,71,203,951
경상남도,거창군,가조면(4888040000),,"1,451","1,451",24,42,140,132,232,521,"1,043"
경상남도,거창군,가북면(4888041000),,"3,395","3,395",53,114,35,36,58,196,"2,203"
경상남도,합천군,-4889000000,,"1,281","1,281",19,33,"1,862","1,922","3,209","6,213",904
경상남도,합천군,합천읍(4889025000),,"39,264","39,264",928,"1,969",855,856,"1,312","1,960","23,161"
경상남도,합천군,봉산면(4889031000),,"10,408","10,408",502,"1,005",38,37,68,186,"3,918"
경상남도,합천군,묘산면(4889032000),,"1,315","1,315",12,34,34,33,82,179,940
경상남도,합천군,가야면(4889033000),,"1,377","1,377",9,23,143,161,261,652,"1,017"
경상남도,합천군,야로면(4889034000),,"3,751","3,751",44,144,100,76,176,302,"2,346"
경상남도,합천군,율곡면(4889035000),,"2,183","2,183",36,98,66,86,130,276,"1,395"
경상남도,합천군,초계면(4889036000),,"2,011","2,011",27,46,84,95,156,332,"1,380"
경상남도,합천군,쌍책면(4889037000),,"2,093","2,093",35,97,17,28,74,126,"1,294"
경상남도,합천군,덕곡면(4889038000),,"1,139","1,139",16,25,21,24,32,110,853
경상남도,합천군,청덕면(4889039000),,762,762,7,16,36,58,90,215,552
경상남도,합천군,적중면(4889040000),,"1,444","1,444",15,32,52,42,84,154,998
경상남도,합천군,대양면(4889041000),,"1,249","1,249",18,39,70,123,161,252,860
경상남도,합천군,쌍백면(4889042000),,"1,650","1,650",86,91,43,33,72,193,867
경상남도,합천군,삼가면(4889043000),,"1,544","1,544",20,52,133,111,193,460,"1,131"
경상남도,합천군,가회면(4889044000),,"2,881","2,881",51,92,42,45,103,232,"1,841"
경상남도,합천군,대병면(4889045000),,"1,638","1,638",12,76,71,55,93,271,"1,128"
경상남도,합천군,용주면(4889046000),,"1,798","1,798",13,55,57,59,122,313,"1,240"
제주특별자치도,-5000000000,,,"2,021","2,021",25,44,"65,966","76,952","102,578","119,059","1,401"
제주특별자치도,제주시,-5011000000,,"664,922","664,922","44,430","70,217","51,217","59,711","75,652","86,347","185,720"
제주특별자치도,제주시,한림읍(5011025000),,"485,212","485,212","33,479","52,395","1,486","1,784","2,905","3,935","126,411"
제주특별자치도,제주시,애월읍(5011025300),,"20,131","20,131",986,"1,715","2,933","4,155","6,276","7,091","7,320"
제주특별자치도,제주시,구좌읍(5011025600),,"38,262","38,262","2,621","3,845",951,"1,279","2,184","2,781","11,341"
제주특별자치도,제주시,조천읍(5011025900),,"14,918","14,918",597,"1,131","2,063","2,811","4,117","4,736","5,995"
제주특별자치도,제주시,한경면(5011031000),,"25,789","25,789","1,627","2,334",525,713,"1,471","1,734","8,101"
제주특별자치도,제주시,추자면(5011032000),,"9,442","9,442",457,660,80,80,168,277,"3,882"
제주특별자치도,제주시,우도면(5011033000),,"1,535","1,535",39,80,107,157,176,282,811
제주특별자치도,제주시,일도1동(5011051000),,"1,493","1,493",49,79,133,186,225,393,643
제주특별자치도,제주시,일도2동(5011052000),,"2,080","2,080",61,101,"3,298","3,526","4,276","5,277",981
제주특별자치도,제주시,이도1동(5011053000),,"30,936","30,936","1,965","3,353","1,032",964,988,"1,241","9,241"
제주특별자치도,제주시,이도2동(5011054000),,"7,566","7,566",332,675,"5,741","5,953","7,069","8,113","2,334"
제주특별자치도,제주시,삼도1동(5011055000),,"46,157","46,157","2,963","5,668","1,355","1,321","1,696","2,301","10,650"
제주특별자치도,제주시,삼도2동(5011056000),,"12,518","12,518",665,"1,244",716,970,"1,002","1,352","3,936"
제주특별자치도,제주시,용담1동(5011057000),,"7,582","7,582",421,589,592,618,794,"1,242","2,532"
제주특별자치도,제주시,용담2동(5011058000),,"6,286","6,286",243,509,"1,293","1,384","1,870","2,381","2,288"
제주특별자치도,제주시,건입동(5011059000),,"13,538","13,538",670,"1,316",760,896,"1,115","1,416","4,624"
제주특별자치도,제주시,화북동(5011060000),,"8,432","8,432",437,693,"2,388","2,699","3,445","4,064","3,115"
제주특별자치도,제주시,삼양동(5011061000),,"22,974","22,974","1,670","2,736","2,433","3,450","5,054","4,152","5,972"
제주특별자치도,제주시,봉개동(5011062000),,"26,676","26,676","2,642","3,866",504,723,695,899,"5,079"
